customer_id,snapshot_date,churned,arr,plan,seats,monthly_logins,support_tickets,nps_score,days_since_last_login,contract_months_remaining,industry,company_size,days_until_renewal,auto_renew_flag,renewal_status,arr_tier,engagement_score,contract_urgency,renewal_window_90d,renewal_window_30d,renewal_risk_multiplier,probability,tier,rank,value_at_risk,churn_risk_pct,renewal_window_label,urgency_score,arr_at_risk,recommended_action,account_status
CUST-21021,2024-02-01,1,135707,Enterprise,2,13,3,2,9,20,HealthTech,1000+,550,1,cancelled,high_value,0.003895166595051281,safe,0,0,0.5,0.4538333820948905,Medium Risk,135,61588.36678395131,45.4,>90d,45.4,61588.37,CSM check-in + usage review,archived_cancelled
CUST-21567,2024-02-03,1,130881,Enterprise,13,91,2,5,26,3,Media,1-10,119,0,cancelled,high_value,0.026181567466877404,soon,0,0,1.0,0.46487385991306684,Medium Risk,118,60843.1556592821,46.5,>90d,62.2,60843.16,CSM check-in + usage review,archived_cancelled
CUST-20285,2024-03-30,1,128031,Enterprise,2,13,2,9,2,7,SaaS,201-1000,200,1,cancelled,high_value,0.003895166595051281,upcoming,0,0,0.5,0.46702195267521135,Medium Risk,115,59793.287622959986,46.7,>90d,46.7,59793.29,CSM check-in + usage review,archived_cancelled
CUST-21476,2024-07-19,1,147580,Enterprise,31,277,1,6,0,1,E-commerce,1000+,113,1,in_notice,high_value,0.0703989802583453,critical,0,0,0.5,0.4002637827819858,Medium Risk,230,59070.929062965464,40.0,>90d,54.9,59070.93,CSM check-in + usage review,archived_cancelled
CUST-21611,2024-11-11,1,156681,Enterprise,44,351,2,4,34,14,Logistics,1-10,399,0,active,high_value,0.09432351108156897,safe,0,0,1.0,0.3684718878252227,Low Risk,299,57732.54385634372,36.8,>90d,36.8,57732.54,Monitor,archived_cancelled
CUST-21107,2024-10-13,1,120948,Enterprise,74,622,0,7,2,1,E-commerce,51-200,-30,1,cancelled,high_value,0.16284129147308435,critical,1,1,1.0,0.4766051244187829,Medium Risk,100,57644.43658820295,47.7,<30d,100.0,57644.44,CSM check-in + usage review,archived_cancelled
CUST-20590,2025-03-31,0,176669,Enterprise,69,535,3,6,1,21,HR Tech,201-1000,656,0,cancelled,high_value,0.145867581039625,safe,0,0,1.0,0.320828553421942,Low Risk,415,56680.459704501074,32.1,>90d,32.1,56680.46,Monitor,archived_cancelled
CUST-20164,2024-04-17,1,175214,Enterprise,76,592,2,8,15,16,EdTech,11-50,470,1,cancelled,high_value,0.16102748302830555,safe,0,0,0.5,0.3220915051825533,Low Risk,409,56434.940989055896,32.2,>90d,32.2,56434.94,Monitor,archived_cancelled
CUST-20498,2024-05-16,0,151150,Enterprise,28,230,2,3,6,2,Media,11-50,97,1,cancelled,high_value,0.06090514167750497,critical,0,0,0.5,0.36591625744227024,Low Risk,304,55308.24231239915,36.6,>90d,53.5,55308.24,Monitor,archived_cancelled
CUST-21206,2024-07-08,1,126164,Enterprise,1,6,3,6,13,16,E-commerce,11-50,347,1,cancelled,high_value,0.001881199866829942,safe,0,0,0.5,0.4307788559396787,Medium Risk,173,54348.78358077362,43.1,>90d,43.1,54348.78,CSM check-in + usage review,archived_cancelled
CUST-21182,2025-01-26,1,141656,Enterprise,5,36,4,5,1,17,Logistics,51-200,627,0,in_notice,high_value,0.010202600502498091,safe,0,0,1.0,0.38192142052653477,Low Risk,267,54101.46074610681,38.2,>90d,38.2,54101.46,Monitor,archived_cancelled
CUST-21806,2024-09-05,1,186361,Enterprise,6,54,2,6,7,15,MarTech,1-10,449,1,active,high_value,0.013677002706024793,safe,0,0,0.5,0.2884737663819557,Low Risk,478,53760.25957670765,28.8,>90d,28.8,53760.26,Monitor,archived_cancelled
CUST-20560,2024-09-22,1,143208,Enterprise,9,77,1,5,4,0,EdTech,201-1000,-30,0,renewed,high_value,0.0199844366134716,critical,1,1,2.0,0.3749802694230316,Low Risk,284,53700.174423533506,37.5,<30d,100.0,53700.17,Monitor,archived_cancelled
CUST-21817,2025-03-08,0,160459,Enterprise,3,25,2,5,2,11,Media,1000+,416,0,cancelled,high_value,0.006572967630229604,upcoming,0,0,1.0,0.316387999800825,Low Risk,423,50767.30206004058,31.6,>90d,31.6,50767.3,Monitor,archived_cancelled
CUST-21374,2024-07-26,1,133091,Enterprise,361,2952,4,6,23,10,FinTech,11-50,309,1,in_notice,high_value,0.7834679049792469,upcoming,0,0,0.5,0.37961549463157673,Low Risk,270,50523.40579601118,38.0,>90d,38.0,50523.41,Monitor,archived_cancelled
CUST-21997,2024-02-02,1,130525,Enterprise,66,512,2,4,12,4,E-commerce,1-10,166,0,unknown,high_value,0.13956014713217818,soon,0,0,1.0,0.3857394441048916,Low Risk,257,50348.640941790974,38.6,>90d,41.6,50348.64,Monitor,archived_cancelled
CUST-20822,2024-10-05,1,152682,Enterprise,27,195,2,7,11,10,Logistics,1000+,215,0,active,high_value,0.05517370283032452,upcoming,0,0,1.0,0.3259599310993967,Low Risk,399,49768.214200118084,32.6,>90d,32.6,49768.21,Monitor,archived_cancelled
CUST-20858,2024-12-03,1,108778,Enterprise,125,989,3,6,0,9,FinTech,51-200,336,1,cancelled,high_value,0.2668812632262866,upcoming,0,0,0.5,0.4478636489280607,Medium Risk,144,48717.71200309659,44.8,>90d,44.8,48717.71,CSM check-in + usage review,archived_cancelled
CUST-20342,2025-06-10,0,128587,Enterprise,9,68,3,6,1,20,Gaming,1000+,632,1,cancelled,high_value,0.01878953486094903,safe,0,0,0.5,0.3759768132606697,Low Risk,283,48345.73048674973,37.6,>90d,37.6,48345.73,Monitor,archived_cancelled
CUST-21054,2024-09-22,1,107349,Enterprise,127,1014,4,10,134,15,Gaming,1000+,369,1,cancelled,high_value,0.2723696321580346,safe,0,0,0.5,0.44311874664331496,Medium Risk,153,47568.35433341322,44.3,>90d,44.3,47568.35,CSM check-in + usage review,archived_cancelled
CUST-20019,2024-09-22,0,196397,Enterprise,27,205,1,9,1,1,HealthTech,1-10,15,1,in_notice,high_value,0.056501371444238495,critical,1,1,1.0,0.23849322178702334,Low Risk,658,46839.35327930602,23.8,<30d,59.6,46839.35,Monitor,active
CUST-21937,2024-11-26,1,98856,Enterprise,5,36,7,6,2,3,Media,11-50,-16,0,cancelled,high_value,0.010202600502498091,soon,1,1,2.0,0.4603150493516637,Medium Risk,125,45504.90451870806,46.0,<30d,100.0,45504.9,CSM check-in + usage review,archived_cancelled
CUST-21961,2024-04-07,1,121756,Enterprise,117,983,1,8,22,12,Logistics,1000+,328,1,renewed,high_value,0.2574078724700857,upcoming,0,0,0.5,0.3688937216836571,Low Risk,296,44915.02397731535,36.9,>90d,36.9,44915.02,Monitor,archived_cancelled
CUST-20593,2024-12-04,1,113808,Enterprise,171,1366,1,4,60,2,Media,1-10,47,1,active,high_value,0.36682591010099497,critical,1,0,0.75,0.39455942701611724,Low Risk,243,44904.01926985027,39.5,30-90d,71.0,44904.02,Monitor,archived_cancelled
CUST-20371,2024-06-17,1,121225,Enterprise,103,882,3,3,9,6,Media,1-10,125,0,renewed,high_value,0.22881403769081277,soon,0,0,1.0,0.36617367927642863,Low Risk,303,44389.404270285064,36.6,>90d,47.8,44389.4,Monitor,archived_cancelled
CUST-20479,2024-05-22,1,130560,Enterprise,7,48,2,10,1,5,HealthTech,1-10,131,1,unknown,high_value,0.013965000236157973,soon,0,0,0.5,0.33813728075278643,Low Risk,378,44147.203375083795,33.8,>90d,43.0,44147.2,Monitor,archived_cancelled
CUST-20537,2024-09-26,1,86727,Enterprise,21,154,2,7,4,5,FinTech,1000+,132,1,cancelled,high_value,0.04322266932238789,soon,0,0,0.5,0.5052851881072696,Medium Risk,58,43821.868508979176,50.5,>90d,64.0,43821.87,CSM check-in + usage review,archived_cancelled
CUST-21408,2024-05-20,1,116717,Enterprise,67,510,4,7,12,4,Logistics,1-10,133,1,unknown,high_value,0.14037921210787696,soon,0,0,0.5,0.37236936816125465,Low Risk,289,43461.83554367716,37.2,>90d,47.0,43461.84,Monitor,archived_cancelled
CUST-20065,2024-12-19,0,133579,Enterprise,1,6,3,8,3,1,Gaming,1-10,89,1,cancelled,high_value,0.001881199866829942,critical,1,0,0.75,0.3154548839148851,Low Risk,424,42138.147938466434,31.5,30-90d,56.8,42138.15,Monitor,archived_cancelled
CUST-21085,2024-03-23,1,103596,Enterprise,108,855,1,8,55,3,HealthTech,201-1000,13,1,active,high_value,0.23065232592565288,soon,1,1,1.0,0.40448506668787276,Medium Risk,222,41903.03496859687,40.4,<30d,100.0,41903.03,CSM check-in + usage review,archived_cancelled
CUST-20947,2025-03-09,1,134855,Enterprise,11,101,5,3,20,11,FinTech,1-10,342,1,cancelled,high_value,0.025340038683828246,upcoming,0,0,0.5,0.3098564024630126,Low Risk,439,41785.68515414956,31.0,>90d,31.0,41785.69,Monitor,archived_cancelled
CUST-21785,2024-07-01,1,119053,Enterprise,12,96,2,8,10,6,Logistics,11-50,182,0,in_notice,high_value,0.025760803075352827,soon,0,0,1.0,0.350821954349422,Low Risk,338,41766.40613116173,35.1,>90d,35.1,41766.41,Monitor,archived_cancelled
CUST-21086,2025-06-14,0,145920,Enterprise,20,143,2,6,53,4,SaaS,11-50,23,0,active,high_value,0.04067763514860097,soon,1,1,2.0,0.27843912162530293,Low Risk,513,40629.836627564204,27.8,<30d,69.6,40629.84,Monitor,active
CUST-20961,2024-11-27,0,224505,Enterprise,67,561,1,7,7,3,Logistics,201-1000,59,0,in_notice,high_value,0.1471503220388382,soon,1,0,1.5,0.180127774080228,Low Risk,975,40439.58591988159,18.0,30-90d,32.4,40439.59,Monitor,active
CUST-21095,2025-01-04,0,190517,Enterprise,151,1159,1,6,5,11,Media,1-10,265,1,cancelled,high_value,0.3176511958233446,upcoming,0,0,0.5,0.20966664730062848,Low Risk,795,39945.06064377384,21.0,>90d,21.0,39945.06,Monitor,archived_cancelled
CUST-20533,2024-09-27,1,80944,Enterprise,59,440,1,6,41,0,E-commerce,201-1000,-22,1,cancelled,high_value,0.12240874222262671,critical,1,1,1.0,0.48654628422635754,Medium Risk,90,39383.00243041829,48.7,<30d,100.0,39383.0,CSM check-in + usage review,archived_cancelled
CUST-20676,2024-12-29,1,128961,Enterprise,32,263,0,6,8,11,Logistics,51-200,296,1,in_notice,high_value,0.06962484289734731,upcoming,0,0,0.5,0.30318981629917385,Low Risk,449,39099.66189975776,30.3,>90d,30.3,39099.66,Monitor,archived_cancelled
CUST-21514,2024-09-28,1,114993,Enterprise,43,338,0,10,7,1,MarTech,1-10,-3,0,active,high_value,0.09151294318499925,critical,1,1,2.0,0.33784341474795426,Low Risk,380,38849.6277921115,33.8,<30d,100.0,38849.63,Monitor,archived_cancelled
CUST-21114,2024-08-27,1,74252,Enterprise,27,229,3,8,31,1,FinTech,1-10,28,1,in_notice,high_value,0.05968777611763201,critical,1,1,1.0,0.5206054633692264,Medium Risk,43,38655.9968660918,52.1,<30d,100.0,38656.0,CSM check-in + usage review,archived_cancelled
CUST-20097,2024-01-23,1,98194,Enterprise,112,908,0,4,20,12,Gaming,201-1000,363,1,in_notice,high_value,0.24202736437332312,upcoming,0,0,0.5,0.3921429424868833,Low Risk,248,38506.084094557016,39.2,>90d,39.2,38506.08,Monitor,archived_cancelled
CUST-20606,2024-04-19,1,92563,Enterprise,44,369,2,9,3,0,E-commerce,51-200,-17,1,cancelled,high_value,0.09671331458661411,critical,1,1,1.0,0.4138159029026265,Medium Risk,206,38304.04142037581,41.4,<30d,100.0,38304.04,CSM check-in + usage review,archived_cancelled
CUST-20536,2025-02-25,0,193601,Enterprise,17,132,4,3,20,12,Media,11-50,377,0,in_notice,high_value,0.03596340357785091,upcoming,0,0,1.0,0.19380020992843672,Low Risk,884,37519.91444235528,19.4,>90d,19.4,37519.91,Monitor,active
CUST-21173,2024-11-26,1,139820,Enterprise,19,150,1,9,15,8,HR Tech,1000+,348,1,active,high_value,0.04052240447985918,upcoming,0,0,0.5,0.2655457786864609,Low Risk,554,37128.610775940964,26.6,>90d,26.6,37128.61,Monitor,archived_cancelled
CUST-20844,2025-04-27,1,158777,Enterprise,107,802,1,7,21,17,HR Tech,1000+,544,1,cancelled,high_value,0.22253108357342727,safe,0,0,0.5,0.2320800131104054,Low Risk,683,36848.96824163084,23.2,>90d,23.2,36848.97,Monitor,archived_cancelled
CUST-20910,2024-08-12,0,130137,Enterprise,34,279,2,6,15,14,FinTech,1000+,373,1,cancelled,high_value,0.07391831007657279,safe,0,0,0.5,0.2827803253319431,Low Risk,500,36800.183197723076,28.3,>90d,28.3,36800.18,Monitor,archived_cancelled
CUST-20187,2025-06-13,0,120860,Enterprise,29,241,2,6,11,5,FinTech,1-10,183,0,cancelled,high_value,0.0634501758512919,soon,0,0,1.0,0.3044216989011775,Low Risk,447,36792.40652919631,30.4,>90d,30.4,36792.41,Monitor,archived_cancelled
CUST-21481,2025-03-25,0,104131,Enterprise,54,442,2,7,32,2,E-commerce,1-10,66,1,cancelled,high_value,0.11725128245300168,critical,1,0,0.75,0.3475754419915049,Low Risk,350,36193.378350017396,34.8,30-90d,62.6,36193.38,Monitor,archived_cancelled
CUST-20759,2024-10-28,0,200267,Enterprise,34,249,4,10,10,11,Media,11-50,385,1,cancelled,high_value,0.06993530423483088,upcoming,0,0,0.5,0.18003572688677916,Low Risk,976,36055.214916434605,18.0,>90d,18.0,36055.21,Monitor,archived_cancelled
CUST-21399,2025-03-31,0,142637,Enterprise,22,194,3,6,3,5,HealthTech,1000+,152,1,in_notice,high_value,0.04961794247652532,soon,0,0,0.5,0.25237739033212436,Low Risk,607,35998.35382480322,25.2,>90d,29.2,35998.35,Monitor,active
CUST-21505,2024-08-02,1,95101,Enterprise,55,454,0,9,35,14,MarTech,1000+,388,1,in_notice,high_value,0.11992908348818002,safe,0,0,0.5,0.37824191320373085,Low Risk,277,35971.184187588005,37.8,>90d,37.8,35971.18,Monitor,archived_cancelled
CUST-20855,2025-01-12,1,74252,Enterprise,228,1821,2,8,28,1,E-commerce,1000+,39,0,active,high_value,0.4890569578475295,critical,1,0,1.5,0.476760142000683,Medium Risk,99,35400.39406383471,47.7,30-90d,85.8,35400.39,CSM check-in + usage review,archived_cancelled
CUST-20307,2024-11-18,0,132060,Enterprise,10,61,1,7,25,7,FinTech,11-50,174,1,cancelled,high_value,0.018944765529690818,upcoming,0,0,0.5,0.26631736314943427,Low Risk,546,35169.87097751429,26.6,>90d,27.5,35169.87,Monitor,archived_cancelled
CUST-20935,2024-11-26,1,69443,Professional,26,209,4,7,27,2,SaaS,1-10,26,0,active,high_value,0.05594784019132252,critical,1,1,2.0,0.5019969802908972,Medium Risk,66,34860.17630234078,50.2,<30d,100.0,34860.18,CSM check-in + usage review,archived_cancelled
CUST-20517,2025-03-27,0,141928,Enterprise,322,2615,2,8,3,1,Logistics,51-200,9,0,in_notice,high_value,0.6964261234495653,critical,1,1,2.0,0.2426080463375054,Low Risk,641,34432.87480058947,24.3,<30d,60.7,34432.87,Monitor,active
CUST-21027,2025-03-06,0,152385,Enterprise,9,93,1,8,13,9,HR Tech,1-10,333,1,active,high_value,0.02210870639573395,upcoming,0,0,0.5,0.22391938669589934,Low Risk,725,34121.95574165462,22.4,>90d,22.4,34121.96,Monitor,active
CUST-21878,2024-04-15,0,182819,Enterprise,2,14,1,6,11,0,E-commerce,1000+,-5,1,active,high_value,0.004027933456442678,critical,1,1,1.0,0.1839638783043626,Low Risk,948,33632.09226772527,18.4,<30d,55.2,33632.09,Monitor,archived_renewed
CUST-20044,2025-03-09,0,64550,Professional,1,14,2,10,7,1,E-commerce,1-10,61,1,in_notice,high_value,0.0029433347579611155,critical,1,0,0.75,0.5067724277286901,Medium Risk,57,32712.160209886948,50.7,30-90d,91.2,32712.16,CSM check-in + usage review,active
CUST-20683,2025-04-26,1,177219,Enterprise,229,1794,3,3,66,11,FinTech,201-1000,238,1,active,high_value,0.4865568512884434,upcoming,0,0,0.5,0.18410376650034374,Low Risk,946,32626.685395424418,18.4,>90d,18.4,32626.69,Monitor,archived_cancelled
CUST-21407,2024-10-30,0,146880,Enterprise,26,169,2,8,3,8,Logistics,1000+,205,1,active,high_value,0.05063716573566665,upcoming,0,0,0.5,0.22194399743141383,Low Risk,735,32599.13434272606,22.2,>90d,22.2,32599.13,Monitor,active
CUST-20203,2024-11-17,1,80173,Enterprise,10,71,2,7,5,11,FinTech,51-200,432,1,cancelled,high_value,0.020272434143604787,upcoming,0,0,0.5,0.4016823884055998,Medium Risk,228,32204.08212564215,40.2,>90d,40.2,32204.08,CSM check-in + usage review,archived_cancelled
CUST-21092,2024-08-20,0,179678,Enterprise,36,260,5,6,2,1,HR Tech,11-50,12,0,in_notice,high_value,0.07356493710709937,critical,1,1,2.0,0.17637994907021307,Low Risk,1000,31691.596489037744,17.6,<30d,44.1,31691.6,Monitor,active
CUST-21172,2024-10-24,0,180773,Enterprise,461,3766,3,4,12,11,E-commerce,201-1000,342,1,active,high_value,1.0,upcoming,0,0,0.5,0.17467122091013498,Low Risk,1013,31575.84061758783,17.5,>90d,17.5,31575.84,Monitor,active
CUST-20794,2025-02-18,1,99346,Enterprise,33,279,4,6,29,18,HealthTech,11-50,552,1,renewed,high_value,0.07283371137809122,safe,0,0,0.5,0.31678339281043233,Low Risk,422,31471.16294214521,31.7,>90d,31.7,31471.16,Monitor,archived_cancelled
CUST-21891,2025-04-19,1,125562,Enterprise,87,696,4,4,20,3,MarTech,51-200,42,1,cancelled,high_value,0.186765822296308,soon,1,0,0.75,0.25048447068485075,Low Risk,613,31451.331108131228,25.0,30-90d,45.1,31451.33,Monitor,archived_cancelled
CUST-20618,2025-04-04,0,186869,Enterprise,104,885,3,3,6,15,FinTech,201-1000,429,1,renewed,high_value,0.2302969369734685,safe,0,0,0.5,0.16734963368041356,Low Risk,1065,31272.4586962252,16.7,>90d,16.7,31272.46,Monitor,archived_renewed
CUST-20025,2024-09-23,1,103042,Enterprise,4,30,4,7,22,13,SaaS,1-10,441,1,active,high_value,0.00832140063566815,safe,0,0,0.5,0.30272474607630534,Low Risk,451,31193.363285194653,30.3,>90d,30.3,31193.36,Monitor,archived_cancelled
CUST-20086,2024-02-16,1,63860,Professional,2,18,4,7,12,6,E-commerce,51-200,147,1,cancelled,high_value,0.004559000902008265,soon,0,0,0.5,0.4880772481625807,Medium Risk,87,31168.6130676624,48.8,>90d,57.8,31168.61,CSM check-in + usage review,archived_cancelled
CUST-21953,2025-04-06,0,87519,Enterprise,62,505,4,8,29,12,EdTech,1-10,403,1,in_notice,high_value,0.13429238430851217,upcoming,0,0,0.5,0.3554859414659387,Low Risk,329,31111.77411115749,35.5,>90d,35.5,31111.77,Monitor,active
CUST-21124,2024-09-04,0,118973,Enterprise,58,474,2,4,32,1,Logistics,1-10,-30,1,renewed,high_value,0.12583821681145263,critical,1,1,1.0,0.25658513305902664,Low Risk,581,30526.703035431576,25.7,<30d,77.0,30526.7,Monitor,archived_renewed
CUST-20723,2024-04-09,0,138563,Enterprise,13,102,2,6,0,4,SaaS,201-1000,129,0,renewed,high_value,0.027642002942182768,soon,0,0,1.0,0.21964485762463126,Low Risk,746,30434.650407041783,22.0,>90d,28.2,30434.65,Monitor,archived_renewed
CUST-21089,2025-05-15,0,123430,Enterprise,78,602,1,8,10,11,HR Tech,1000+,279,1,cancelled,high_value,0.16452434903918262,upcoming,0,0,0.5,0.2414404992411109,Low Risk,645,29801.00082133032,24.1,>90d,24.1,29801.0,Monitor,archived_cancelled
CUST-20128,2024-08-15,0,116450,Enterprise,50,433,2,7,34,1,HealthTech,201-1000,-30,1,active,high_value,0.11171798590655287,critical,1,1,1.0,0.25573279918099323,Low Risk,587,29780.084464626663,25.6,<30d,76.7,29780.08,Monitor,archived_renewed
CUST-20441,2024-03-15,0,145814,Enterprise,79,594,4,5,18,0,SaaS,1-10,-6,0,active,high_value,0.16454681284653305,critical,1,1,2.0,0.20356370319581824,Low Risk,832,29682.43781779504,20.4,<30d,61.1,29682.44,Monitor,archived_renewed
CUST-21658,2025-06-01,0,117503,Enterprise,56,460,4,8,1,1,SaaS,201-1000,27,1,active,high_value,0.12181028335500994,critical,1,1,1.0,0.25192753195588835,Low Risk,609,29602.24078741275,25.2,<30d,63.0,29602.24,Monitor,active
CUST-20055,2024-11-02,0,149401,Enterprise,53,436,1,8,3,23,HealthTech,11-50,715,1,cancelled,high_value,0.11537008258617173,safe,0,0,0.5,0.19686953350145017,Low Risk,868,29412.505174650156,19.7,>90d,19.7,29412.51,Monitor,archived_cancelled
CUST-20825,2024-05-17,1,68368,Enterprise,11,99,1,3,26,16,MarTech,11-50,509,0,cancelled,high_value,0.025074504961045456,safe,0,0,1.0,0.42457172929510606,Medium Risk,184,29027.119988447812,42.5,>90d,42.5,29027.12,CSM check-in + usage review,archived_cancelled
CUST-20614,2024-06-29,1,59386,Enterprise,9,78,0,7,0,2,EdTech,201-1000,79,1,cancelled,high_value,0.020117203474863,critical,1,0,0.75,0.48714585172478425,Medium Risk,88,28929.64355052804,48.7,30-90d,87.7,28929.64,CSM check-in + usage review,archived_cancelled
CUST-20795,2024-04-20,0,140921,Enterprise,34,282,1,6,15,3,HealthTech,1000+,9,1,in_notice,high_value,0.07431661066074696,soon,1,1,1.0,0.20497094938839205,Low Risk,823,28884.7111587616,20.5,<30d,51.2,28884.71,Monitor,active
CUST-20482,2024-08-21,1,71498,Enterprise,9,78,3,5,1,2,FinTech,1000+,161,1,active,high_value,0.020117203474863,critical,0,0,0.5,0.4035864945399988,Medium Risk,223,28855.627186620834,40.4,>90d,44.6,28855.63,CSM check-in + usage review,archived_cancelled
CUST-20181,2025-02-08,0,170277,Enterprise,69,575,1,7,14,17,HealthTech,1-10,483,0,cancelled,high_value,0.15117825549528086,safe,0,0,1.0,0.16936256356507723,Low Risk,1048,28838.549236170657,16.9,>90d,16.9,28838.55,Monitor,archived_cancelled
CUST-20412,2024-07-31,0,195167,Enterprise,15,102,1,8,27,16,FinTech,1-10,443,1,active,high_value,0.029811200339145888,safe,0,0,0.5,0.14738291548491278,Low Risk,1225,28764.281466443972,14.7,>90d,14.7,28764.28,Monitor,active
CUST-20399,2024-04-25,0,154795,Enterprise,1,6,3,5,11,11,HealthTech,51-200,306,1,in_notice,high_value,0.001881199866829942,upcoming,0,0,0.5,0.18543575061232292,Low Risk,938,28704.527016034528,18.5,>90d,18.5,28704.53,Monitor,active
CUST-20613,2024-12-19,0,98841,Enterprise,145,1171,6,4,2,0,Gaming,1000+,-30,1,cancelled,high_value,0.312736805969152,critical,1,1,1.0,0.2882113714003155,Low Risk,479,28487.100160578582,28.8,<30d,86.5,28487.1,Monitor,archived_cancelled
CUST-20048,2024-05-11,0,121079,Enterprise,13,109,0,5,15,5,E-commerce,201-1000,179,1,in_notice,high_value,0.028571370971922545,soon,0,0,0.5,0.23439755808022786,Low Risk,671,28380.62193479591,23.4,>90d,23.6,28380.62,Monitor,active
CUST-20258,2024-03-07,1,72271,Enterprise,27,211,3,4,5,3,HR Tech,1-10,26,0,active,high_value,0.05729797261258687,soon,1,1,2.0,0.3901992028063308,Low Risk,251,28200.086586016332,39.0,<30d,97.5,28200.09,Monitor,archived_cancelled
CUST-20775,2024-02-12,0,162453,Enterprise,112,906,4,6,3,5,SaaS,1-10,134,0,active,high_value,0.24176183065054035,soon,0,0,1.0,0.1732581512705807,Low Risk,1021,28146.306448359646,17.3,>90d,21.8,28146.31,Monitor,active
CUST-21539,2025-05-16,0,139017,Enterprise,51,442,1,4,3,3,HealthTech,1-10,-20,1,active,high_value,0.11399748635755699,soon,1,1,1.0,0.20189697715861787,Low Risk,841,28067.11207365958,20.2,<30d,60.6,28067.11,Monitor,archived_renewed
CUST-21939,2024-09-23,0,156928,Enterprise,17,149,3,10,17,3,Media,1000+,158,1,in_notice,high_value,0.038220440221504656,soon,0,0,0.5,0.1773720370157898,Low Risk,994,27834.63902481386,17.7,>90d,19.9,27834.64,Monitor,active
CUST-21071,2025-04-12,0,166655,Enterprise,56,450,2,7,2,0,Media,11-50,-30,1,renewed,high_value,0.12048261474109598,critical,1,1,1.0,0.16416128558244594,Low Risk,1092,27358.299048742527,16.4,<30d,49.2,27358.3,Monitor,archived_renewed
CUST-21088,2024-11-23,0,181391,Enterprise,57,481,2,8,17,9,E-commerce,201-1000,350,0,active,high_value,0.12568298614271084,upcoming,0,0,1.0,0.15045051788030112,Low Risk,1205,27290.3698888257,15.0,>90d,15.0,27290.37,Monitor,active
